"repo_path","original_path","original_filename","repo_filename","file_type","description","related_manuscript_section","related_figure_or_table","public_release_status","copied_status","notes"
"example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0054.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0054.000.jpg","231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0054.000.jpg","231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0054.000.jpg","image","Small example image output.","Validation and example data","","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0060.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0060.000.jpg","231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0060.000.jpg","231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0060.000.jpg","image","Small example image output.","Validation and example data","","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0066.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0066.000.jpg","231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0066.000.jpg","231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0066.000.jpg","image","Small example image output.","Validation and example data","","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0072.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0072.000.jpg","231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0072.000.jpg","231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0072.000.jpg","image","Small example image output.","Validation and example data","","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0078.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0078.000.jpg","231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0078.000.jpg","231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0078.000.jpg","image","Small example image output.","Validation and example data","","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0084.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0084.000.jpg","231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0084.000.jpg","231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0084.000.jpg","image","Small example image output.","Validation and example data","","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0090.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0090.000.jpg","231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0090.000.jpg","231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0090.000.jpg","image","Small example image output.","Validation and example data","","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0096.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0096.000.jpg","231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0096.000.jpg","231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0096.000.jpg","image","Small example image output.","Validation and example data","","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0102.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0102.000.jpg","231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0102.000.jpg","231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0102.000.jpg","image","Small example image output.","Validation and example data","","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0108.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0108.000.jpg","231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0108.000.jpg","231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0108.000.jpg","image","Small example image output.","Validation and example data","","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"example_data/example_images/231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0114.000.jpg","E:\桌面\办公\符\论文\药学大模型推进\data 2\result\output\咪唑斯汀\side\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0\231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0114.000.jpg","231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0_0114.000.jpg","231014-01-ph6.8t-_10mg-_-24h-side-750x-0_0114.000.jpg","image","Small example image output.","Validation and example data","","public_copied_from_reviewed_inventory","copied","Repository filename differs from original filename for English naming, normalization, or collision safety. Inventory marked file as needing English/stable renaming. Suggested English filename for later copy phase."
"example_data/example_markdown_outputs/chatflow/gliclazide/rep01/mechanism_answer.md","E:\桌面\办公\符\论文\药学大模型推进\处方优化\Chatflow\格列齐特\three_formulation_optimization__20260422_165246__rep01\mechanism_answer.md","mechanism_answer.md","mechanism_answer.md","text_document","Formulation-optimization conversation data from Chatflow.","MYGO-guided formulation optimization and validation","Example conversation outputs / supplementary material","public_copied_from_user_approved_increment","copied","Added from formulation-optimization conversation-data folder; source file preserved. Chatflow gliclazide rep01 conversation output."
"example_data/example_markdown_outputs/chatflow/gliclazide/rep01/optimization_answer.md","E:\桌面\办公\符\论文\药学大模型推进\处方优化\Chatflow\格列齐特\three_formulation_optimization__20260422_165246__rep01\optimization_answer.md","optimization_answer.md","optimization_answer.md","text_document","Formulation-optimization conversation data from Chatflow.","MYGO-guided formulation optimization and validation","Example conversation outputs / supplementary material","public_copied_from_user_approved_increment","copied","Added from formulation-optimization conversation-data folder; source file preserved. Chatflow gliclazide rep01 conversation output."
"example_data/example_markdown_outputs/chatflow/gliclazide/rep01/optimization_report.docx","E:\桌面\办公\符\论文\药学大模型推进\处方优化\Chatflow\格列齐特\three_formulation_optimization__20260422_165246__rep01\optimization_report.docx","optimization_report.docx","optimization_report.docx","word_report","Formulation-optimization conversation data from Chatflow.","MYGO-guided formulation optimization and validation","Example conversation outputs / supplementary material","public_copied_from_user_approved_increment","copied","Added from formulation-optimization conversation-data folder; source file preserved. Chatflow gliclazide rep01 conversation output."
"example_data/example_markdown_outputs/chatflow/gliclazide/rep02/mechanism_answer.md","E:\桌面\办公\符\论文\药学大模型推进\处方优化\Chatflow\格列齐特\three_formulation_optimization__20260422_165246__rep02\mechanism_answer.md","mechanism_answer.md","mechanism_answer.md","text_document","Formulation-optimization conversation data from Chatflow.","MYGO-guided formulation optimization and validation","Example conversation outputs / supplementary material","public_copied_from_user_approved_increment","copied","Added from formulation-optimization conversation-data folder; source file preserved. Chatflow gliclazide rep02 conversation output."
"example_data/example_markdown_outputs/chatflow/gliclazide/rep02/optimization_answer.md","E:\桌面\办公\符\论文\药学大模型推进\处方优化\Chatflow\格列齐特\three_formulation_optimization__20260422_165246__rep02\optimization_answer.md","optimization_answer.md","optimization_answer.md","text_document","Formulation-optimization conversation data from Chatflow.","MYGO-guided formulation optimization and validation","Example conversation outputs / supplementary material","public_copied_from_user_approved_increment","copied","Added from formulation-optimization conversation-data folder; source file preserved. Chatflow gliclazide rep02 conversation output."
"example_data/example_markdown_outputs/chatflow/gliclazide/rep02/optimization_report.docx","E:\桌面\办公\符\论文\药学大模型推进\处方优化\Chatflow\格列齐特\three_formulation_optimization__20260422_165246__rep02\optimization_report.docx","optimization_report.docx","optimization_report.docx","word_report","Formulation-optimization conversation data from Chatflow.","MYGO-guided formulation optimization and validation","Example conversation outputs / supplementary material","public_copied_from_user_approved_increment","copied","Added from formulation-optimization conversation-data folder; source file preserved. Chatflow gliclazide rep02 conversation output."
"example_data/example_markdown_outputs/chatflow/gliclazide/rep02/transcript.json","E:\桌面\办公\符\论文\药学大模型推进\处方优化\Chatflow\格列齐特\three_formulation_optimization__20260422_165246__rep02\transcript.json","transcript.json","transcript.json","structured_transcript","Formulation-optimization conversation data from Chatflow.","MYGO-guided formulation optimization and validation","Example conversation outputs / supplementary material","public_copied_from_user_approved_increment","copied","Added from formulation-optimization conversation-data folder; source file preserved. Chatflow gliclazide rep02 conversation output."
